noisy_path,clean_path,noise_type,bucket,snr_db,split
data/processed/test/6345-64257-0006__2-135649-A-45__5db__noisy.wav,data/processed/test/6345-64257-0006__2-135649-A-45__5db__clean.wav,2-135649-A-45,stationary,5,test
data/processed/test/3752-4944-0019__5-197118-A-45__0db__noisy.wav,data/processed/test/3752-4944-0019__5-197118-A-45__0db__clean.wav,5-197118-A-45,stationary,0,test
data/processed/test/6345-93306-0016__854478__qubodup__120mm-mortar-shell-shot-2 (1)__5db__noisy.wav,data/processed/test/6345-93306-0016__854478__qubodup__120mm-mortar-shell-shot-2 (1)__5db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2 (1),impulsive,5,test
data/processed/test/1919-142785-0000__3-68630-C-40__10db__noisy.wav,data/processed/test/1919-142785-0000__3-68630-C-40__10db__clean.wav,3-68630-C-40,stationary,10,test
data/processed/test/1919-142785-0000__854478__qubodup__120mm-mortar-shell-shot-2__neg5db__noisy.wav,data/processed/test/1919-142785-0000__854478__qubodup__120mm-mortar-shell-shot-2__neg5db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2,impulsive,-5,test
data/processed/test/3752-4944-0059__4-251959-A-47__neg5db__noisy.wav,data/processed/test/3752-4944-0059__4-251959-A-47__neg5db__clean.wav,4-251959-A-47,stationary,-5,test
data/processed/test/3752-4944-0029__5-240671-A-44__0db__noisy.wav,data/processed/test/3752-4944-0029__5-240671-A-44__0db__clean.wav,5-240671-A-44,stationary,0,test
data/processed/test/6313-66125-0024__1-54084-A-42__neg5db__noisy.wav,data/processed/test/6313-66125-0024__1-54084-A-42__neg5db__clean.wav,1-54084-A-42,stationary,-5,test
data/processed/test/1919-142785-0016__2-106487-A-44__10db__noisy.wav,data/processed/test/1919-142785-0016__2-106487-A-44__10db__clean.wav,2-106487-A-44,stationary,10,test
data/processed/test/1919-142785-0044__1-54084-A-42__10db__noisy.wav,data/processed/test/1919-142785-0044__1-54084-A-42__10db__clean.wav,1-54084-A-42,stationary,10,test
data/processed/test/3752-4944-0009__4-175000-A-40__0db__noisy.wav,data/processed/test/3752-4944-0009__4-175000-A-40__0db__clean.wav,4-175000-A-40,stationary,0,test
data/processed/test/6313-66125-0017__2-50668-A-41__10db__noisy.wav,data/processed/test/6313-66125-0017__2-50668-A-41__10db__clean.wav,2-50668-A-41,stationary,10,test
data/processed/test/1919-142785-0021__4-175000-A-40__10db__noisy.wav,data/processed/test/1919-142785-0021__4-175000-A-40__10db__clean.wav,4-175000-A-40,stationary,10,test
data/processed/test/1919-142785-0054__4-119647-B-48__neg5db__noisy.wav,data/processed/test/1919-142785-0054__4-119647-B-48__neg5db__clean.wav,4-119647-B-48,impulsive,-5,test
data/processed/test/6313-66125-0004__3-51731-B-42__0db__noisy.wav,data/processed/test/6313-66125-0004__3-51731-B-42__0db__clean.wav,3-51731-B-42,stationary,0,test
data/processed/test/1919-142785-0044__4-119647-B-48__neg5db__noisy.wav,data/processed/test/1919-142785-0044__4-119647-B-48__neg5db__clean.wav,4-119647-B-48,impulsive,-5,test
data/processed/test/3752-4944-0066__3-157492-A-45__0db__noisy.wav,data/processed/test/3752-4944-0066__3-157492-A-45__0db__clean.wav,3-157492-A-45,stationary,0,test
data/processed/test/6345-93302-0022__0 (1)__0db__noisy.wav,data/processed/test/6345-93302-0022__0 (1)__0db__clean.wav,0 (1),impulsive,0,test
data/processed/test/2412-153947-0012__5-240671-A-44__5db__noisy.wav,data/processed/test/2412-153947-0012__5-240671-A-44__5db__clean.wav,5-240671-A-44,stationary,5,test
data/processed/test/6345-93302-0019__2-50668-A-41__neg5db__noisy.wav,data/processed/test/6345-93302-0019__2-50668-A-41__neg5db__clean.wav,2-50668-A-41,stationary,-5,test
data/processed/test/6241-61943-0015__3-136451-A-45__10db__noisy.wav,data/processed/test/6241-61943-0015__3-136451-A-45__10db__clean.wav,3-136451-A-45,stationary,10,test
data/processed/test/1919-142785-0057__4-251959-A-47__10db__noisy.wav,data/processed/test/1919-142785-0057__4-251959-A-47__10db__clean.wav,4-251959-A-47,stationary,10,test
data/processed/test/1919-142785-0045__2-106487-A-44__10db__noisy.wav,data/processed/test/1919-142785-0045__2-106487-A-44__10db__clean.wav,2-106487-A-44,stationary,10,test
data/processed/test/3752-4944-0067__3-68630-B-40__0db__noisy.wav,data/processed/test/3752-4944-0067__3-68630-B-40__0db__clean.wav,3-68630-B-40,stationary,0,test
data/processed/test/6313-66129-0029__3-157492-A-45__neg5db__noisy.wav,data/processed/test/6313-66129-0029__3-157492-A-45__neg5db__clean.wav,3-157492-A-45,stationary,-5,test
data/processed/test/6345-93306-0006__4-201988-A-44__5db__noisy.wav,data/processed/test/6345-93306-0006__4-201988-A-44__5db__clean.wav,4-201988-A-44,stationary,5,test
data/processed/test/6241-61943-0005__3-51909-B-42__neg5db__noisy.wav,data/processed/test/6241-61943-0005__3-51909-B-42__neg5db__clean.wav,3-51909-B-42,stationary,-5,test
data/processed/test/6241-61946-0009__2-50668-A-41__neg5db__noisy.wav,data/processed/test/6241-61946-0009__2-50668-A-41__neg5db__clean.wav,2-50668-A-41,stationary,-5,test
data/processed/test/3752-4944-0028__4-186938-A-44__5db__noisy.wav,data/processed/test/3752-4944-0028__4-186938-A-44__5db__clean.wav,4-186938-A-44,stationary,5,test
data/processed/test/2412-153954-0021__3-136451-A-45__0db__noisy.wav,data/processed/test/2412-153954-0021__3-136451-A-45__0db__clean.wav,3-136451-A-45,stationary,0,test
data/processed/test/1919-142785-0019__2-106487-A-44__5db__noisy.wav,data/processed/test/1919-142785-0019__2-106487-A-44__5db__clean.wav,2-106487-A-44,stationary,5,test
data/processed/test/3752-4943-0026__3-138212-A-45__5db__noisy.wav,data/processed/test/3752-4943-0026__3-138212-A-45__5db__clean.wav,3-138212-A-45,stationary,5,test
data/processed/test/2412-153954-0003__4-251959-A-47__neg5db__noisy.wav,data/processed/test/2412-153954-0003__4-251959-A-47__neg5db__clean.wav,4-251959-A-47,stationary,-5,test
data/processed/test/2412-153954-0014__3-51909-B-42__10db__noisy.wav,data/processed/test/2412-153954-0014__3-51909-B-42__10db__clean.wav,3-51909-B-42,stationary,10,test
data/processed/test/2412-153948-0004__1-172649-E-40__10db__noisy.wav,data/processed/test/2412-153948-0004__1-172649-E-40__10db__clean.wav,1-172649-E-40,stationary,10,test
data/processed/test/1919-142785-0035__5-240671-A-44__neg5db__noisy.wav,data/processed/test/1919-142785-0035__5-240671-A-44__neg5db__clean.wav,5-240671-A-44,stationary,-5,test
data/processed/test/6241-61946-0006__5-251957-A-47__neg5db__noisy.wav,data/processed/test/6241-61946-0006__5-251957-A-47__neg5db__clean.wav,5-251957-A-47,stationary,-5,test
data/processed/test/2412-153954-0016__563015__florianreichelt__a-loud-gunshot-in-the-woods__neg5db__noisy.wav,data/processed/test/2412-153954-0016__563015__florianreichelt__a-loud-gunshot-in-the-woods__neg5db__clean.wav,563015__florianreichelt__a-loud-gunshot-in-the-woods,impulsive,-5,test
data/processed/test/2412-153948-0008__2-72688-A-42__0db__noisy.wav,data/processed/test/2412-153948-0008__2-72688-A-42__0db__clean.wav,2-72688-A-42,stationary,0,test
data/processed/test/1919-142785-0006__1-25781-A-48__neg5db__noisy.wav,data/processed/test/1919-142785-0006__1-25781-A-48__neg5db__clean.wav,1-25781-A-48,impulsive,-5,test
data/processed/test/3752-4944-0054__5-197118-A-45__5db__noisy.wav,data/processed/test/3752-4944-0054__5-197118-A-45__5db__clean.wav,5-197118-A-45,stationary,5,test
data/processed/test/2412-153954-0023__3-51376-A-42__neg5db__noisy.wav,data/processed/test/2412-153954-0023__3-51376-A-42__neg5db__clean.wav,3-51376-A-42,stationary,-5,test
data/processed/test/2412-153954-0016__3-51731-B-42__5db__noisy.wav,data/processed/test/2412-153954-0016__3-51731-B-42__5db__clean.wav,3-51731-B-42,stationary,5,test
data/processed/test/3752-4944-0051__3-68630-B-40__neg5db__noisy.wav,data/processed/test/3752-4944-0051__3-68630-B-40__neg5db__clean.wav,3-68630-B-40,stationary,-5,test
data/processed/test/1919-142785-0035__1-172649-E-40__neg5db__noisy.wav,data/processed/test/1919-142785-0035__1-172649-E-40__neg5db__clean.wav,1-172649-E-40,stationary,-5,test
data/processed/test/6313-66125-0000__2-107228-B-44__0db__noisy.wav,data/processed/test/6313-66125-0000__2-107228-B-44__0db__clean.wav,2-107228-B-44,stationary,0,test
data/processed/test/3752-4943-0004__1-172649-E-40__10db__noisy.wav,data/processed/test/3752-4943-0004__1-172649-E-40__10db__clean.wav,1-172649-E-40,stationary,10,test
data/processed/test/3752-4944-0041__5-209992-B-44__5db__noisy.wav,data/processed/test/3752-4944-0041__5-209992-B-44__5db__clean.wav,5-209992-B-44,stationary,5,test
data/processed/test/1919-142785-0056__3-154758-A-44__0db__noisy.wav,data/processed/test/1919-142785-0056__3-154758-A-44__0db__clean.wav,3-154758-A-44,stationary,0,test
data/processed/test/6313-76958-0012__2-37806-A-40__5db__noisy.wav,data/processed/test/6313-76958-0012__2-37806-A-40__5db__clean.wav,2-37806-A-40,stationary,5,test
data/processed/test/1919-142785-0042__4-251959-A-47__neg5db__noisy.wav,data/processed/test/1919-142785-0042__4-251959-A-47__neg5db__clean.wav,4-251959-A-47,stationary,-5,test
data/processed/test/6241-61943-0012__3-138212-A-45__5db__noisy.wav,data/processed/test/6241-61943-0012__3-138212-A-45__5db__clean.wav,3-138212-A-45,stationary,5,test
data/processed/test/2412-153954-0021__2-37806-A-40__10db__noisy.wav,data/processed/test/2412-153954-0021__2-37806-A-40__10db__clean.wav,2-37806-A-40,stationary,10,test
data/processed/test/6241-61946-0018__854478__qubodup__120mm-mortar-shell-shot-2 (1)__10db__noisy.wav,data/processed/test/6241-61946-0018__854478__qubodup__120mm-mortar-shell-shot-2 (1)__10db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2 (1),impulsive,10,test
data/processed/test/6241-61946-0020__3-51376-A-42__neg5db__noisy.wav,data/processed/test/6241-61946-0020__3-51376-A-42__neg5db__clean.wav,3-51376-A-42,stationary,-5,test
data/processed/test/6313-76958-0009__5-251957-A-47__10db__noisy.wav,data/processed/test/6313-76958-0009__5-251957-A-47__10db__clean.wav,5-251957-A-47,stationary,10,test
data/processed/test/6345-93306-0023__4-251959-A-47__5db__noisy.wav,data/processed/test/6345-93306-0023__4-251959-A-47__5db__clean.wav,4-251959-A-47,stationary,5,test
data/processed/test/6345-93302-0022__3-138212-A-45__neg5db__noisy.wav,data/processed/test/6345-93302-0022__3-138212-A-45__neg5db__clean.wav,3-138212-A-45,stationary,-5,test
data/processed/test/6313-76958-0024__5-251957-A-47__10db__noisy.wav,data/processed/test/6313-76958-0024__5-251957-A-47__10db__clean.wav,5-251957-A-47,stationary,10,test
data/processed/test/6345-93302-0026__3-51731-B-42__neg5db__noisy.wav,data/processed/test/6345-93302-0026__3-51731-B-42__neg5db__clean.wav,3-51731-B-42,stationary,-5,test
data/processed/test/2412-153948-0013__3-154758-A-44__neg5db__noisy.wav,data/processed/test/2412-153948-0013__3-154758-A-44__neg5db__clean.wav,3-154758-A-44,stationary,-5,test
data/processed/test/6241-66616-0006__4-186938-A-44__neg5db__noisy.wav,data/processed/test/6241-66616-0006__4-186938-A-44__neg5db__clean.wav,4-186938-A-44,stationary,-5,test
data/processed/test/6241-61946-0018__4-175000-A-40__0db__noisy.wav,data/processed/test/6241-61946-0018__4-175000-A-40__0db__clean.wav,4-175000-A-40,stationary,0,test
data/processed/test/3752-4944-0020__3-157492-A-45__neg5db__noisy.wav,data/processed/test/3752-4944-0020__3-157492-A-45__neg5db__clean.wav,3-157492-A-45,stationary,-5,test
data/processed/test/3752-4943-0008__2-106486-A-44__10db__noisy.wav,data/processed/test/3752-4943-0008__2-106486-A-44__10db__clean.wav,2-106486-A-44,stationary,10,test
data/processed/test/3752-4944-0000__3-51731-B-42__0db__noisy.wav,data/processed/test/3752-4944-0000__3-51731-B-42__0db__clean.wav,3-51731-B-42,stationary,0,test
data/processed/test/6313-76958-0024__5-251962-A-47__10db__noisy.wav,data/processed/test/6313-76958-0024__5-251962-A-47__10db__clean.wav,5-251962-A-47,stationary,10,test
data/processed/test/3752-4944-0037__4-201988-A-44__0db__noisy.wav,data/processed/test/3752-4944-0037__4-201988-A-44__0db__clean.wav,4-201988-A-44,stationary,0,test
data/processed/test/6345-93302-0017__5-197118-A-45__5db__noisy.wav,data/processed/test/6345-93302-0017__5-197118-A-45__5db__clean.wav,5-197118-A-45,stationary,5,test
data/processed/test/6241-61946-0023__2-72688-A-42__0db__noisy.wav,data/processed/test/6241-61946-0023__2-72688-A-42__0db__clean.wav,2-72688-A-42,stationary,0,test
data/processed/test/2412-153954-0003__4-119647-B-48__10db__noisy.wav,data/processed/test/2412-153954-0003__4-119647-B-48__10db__clean.wav,4-119647-B-48,impulsive,10,test
data/processed/test/2412-153947-0002__2-106487-A-44__5db__noisy.wav,data/processed/test/2412-153947-0002__2-106487-A-44__5db__clean.wav,2-106487-A-44,stationary,5,test
data/processed/test/6241-61946-0006__5-170338-A-41__10db__noisy.wav,data/processed/test/6241-61946-0006__5-170338-A-41__10db__clean.wav,5-170338-A-41,stationary,10,test
data/processed/test/6241-66616-0024__2-72688-A-42__10db__noisy.wav,data/processed/test/6241-66616-0024__2-72688-A-42__10db__clean.wav,2-72688-A-42,stationary,10,test
data/processed/test/2412-153954-0015__5-170338-B-41__neg5db__noisy.wav,data/processed/test/2412-153954-0015__5-170338-B-41__neg5db__clean.wav,5-170338-B-41,stationary,-5,test
data/processed/test/6345-93302-0008__5-205898-A-40__0db__noisy.wav,data/processed/test/6345-93302-0008__5-205898-A-40__0db__clean.wav,5-205898-A-40,stationary,0,test
data/processed/test/6313-66129-0008__5-160614-C-48__5db__noisy.wav,data/processed/test/6313-66129-0008__5-160614-C-48__5db__clean.wav,5-160614-C-48,impulsive,5,test
data/processed/test/6241-61943-0014__2-188822-B-40__neg5db__noisy.wav,data/processed/test/6241-61943-0014__2-188822-B-40__neg5db__clean.wav,2-188822-B-40,stationary,-5,test
data/processed/test/2412-153954-0015__4-119647-B-48__neg5db__noisy.wav,data/processed/test/2412-153954-0015__4-119647-B-48__neg5db__clean.wav,4-119647-B-48,impulsive,-5,test
data/processed/test/1919-142785-0044__5-170338-A-41__10db__noisy.wav,data/processed/test/1919-142785-0044__5-170338-A-41__10db__clean.wav,5-170338-A-41,stationary,10,test
data/processed/test/6345-93306-0022__1-54084-A-42__5db__noisy.wav,data/processed/test/6345-93306-0022__1-54084-A-42__5db__clean.wav,1-54084-A-42,stationary,5,test
data/processed/test/2412-153954-0020__1-54084-A-42__0db__noisy.wav,data/processed/test/2412-153954-0020__1-54084-A-42__0db__clean.wav,1-54084-A-42,stationary,0,test
data/processed/test/6241-66616-0004__5-251957-A-47__5db__noisy.wav,data/processed/test/6241-66616-0004__5-251957-A-47__5db__clean.wav,5-251957-A-47,stationary,5,test
data/processed/test/6241-61943-0027__4-251959-A-47__0db__noisy.wav,data/processed/test/6241-61943-0027__4-251959-A-47__0db__clean.wav,4-251959-A-47,stationary,0,test
data/processed/test/6313-66129-0004__2-70052-A-42__5db__noisy.wav,data/processed/test/6313-66129-0004__2-70052-A-42__5db__clean.wav,2-70052-A-42,stationary,5,test
data/processed/test/6241-61943-0024__5-170338-B-41__5db__noisy.wav,data/processed/test/6241-61943-0024__5-170338-B-41__5db__clean.wav,5-170338-B-41,stationary,5,test
data/processed/test/6313-76958-0017__5-197118-A-45__0db__noisy.wav,data/processed/test/6313-76958-0017__5-197118-A-45__0db__clean.wav,5-197118-A-45,stationary,0,test
data/processed/test/1919-142785-0047__2-37806-A-40__neg5db__noisy.wav,data/processed/test/1919-142785-0047__2-37806-A-40__neg5db__clean.wav,2-37806-A-40,stationary,-5,test
data/processed/test/2412-153954-0002__3-136451-A-45__10db__noisy.wav,data/processed/test/2412-153954-0002__3-136451-A-45__10db__clean.wav,3-136451-A-45,stationary,10,test
data/processed/test/3752-4943-0009__3-51376-A-42__neg5db__noisy.wav,data/processed/test/3752-4943-0009__3-51376-A-42__neg5db__clean.wav,3-51376-A-42,stationary,-5,test
data/processed/test/3752-4944-0005__3-68630-B-40__0db__noisy.wav,data/processed/test/3752-4944-0005__3-68630-B-40__0db__clean.wav,3-68630-B-40,stationary,0,test
data/processed/test/3752-4944-0007__3-154758-A-44__neg5db__noisy.wav,data/processed/test/3752-4944-0007__3-154758-A-44__neg5db__clean.wav,3-154758-A-44,stationary,-5,test
data/processed/test/6345-93302-0020__3-136451-A-45__10db__noisy.wav,data/processed/test/6345-93302-0020__3-136451-A-45__10db__clean.wav,3-136451-A-45,stationary,10,test
data/processed/test/6313-66125-0015__2-122067-B-45__5db__noisy.wav,data/processed/test/6313-66125-0015__2-122067-B-45__5db__clean.wav,2-122067-B-45,stationary,5,test
data/processed/test/3752-4944-0039__5-251962-A-47__5db__noisy.wav,data/processed/test/3752-4944-0039__5-251962-A-47__5db__clean.wav,5-251962-A-47,stationary,5,test
data/processed/test/6313-76958-0016__1-25781-A-48__neg5db__noisy.wav,data/processed/test/6313-76958-0016__1-25781-A-48__neg5db__clean.wav,1-25781-A-48,impulsive,-5,test
data/processed/test/6345-93306-0000__854478__qubodup__120mm-mortar-shell-shot-2 (1)__5db__noisy.wav,data/processed/test/6345-93306-0000__854478__qubodup__120mm-mortar-shell-shot-2 (1)__5db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2 (1),impulsive,5,test
data/processed/test/6241-61943-0023__3-118658-A-41__10db__noisy.wav,data/processed/test/6241-61943-0023__3-118658-A-41__10db__clean.wav,3-118658-A-41,stationary,10,test
data/processed/test/6241-61943-0022__2-122067-B-45__5db__noisy.wav,data/processed/test/6241-61943-0022__2-122067-B-45__5db__clean.wav,2-122067-B-45,stationary,5,test
data/processed/test/6241-61943-0009__2-37806-A-40__10db__noisy.wav,data/processed/test/6241-61943-0009__2-37806-A-40__10db__clean.wav,2-37806-A-40,stationary,10,test
data/processed/test/6241-66616-0002__4-186938-A-44__0db__noisy.wav,data/processed/test/6241-66616-0002__4-186938-A-44__0db__clean.wav,4-186938-A-44,stationary,0,test
data/processed/test/6345-93302-0014__2-106487-A-44__5db__noisy.wav,data/processed/test/6345-93302-0014__2-106487-A-44__5db__clean.wav,2-106487-A-44,stationary,5,test
data/processed/test/3752-4944-0063__5-243783-A-44__neg5db__noisy.wav,data/processed/test/3752-4944-0063__5-243783-A-44__neg5db__clean.wav,5-243783-A-44,stationary,-5,test
data/processed/test/6345-93302-0002__4-186938-A-44__5db__noisy.wav,data/processed/test/6345-93302-0002__4-186938-A-44__5db__clean.wav,4-186938-A-44,stationary,5,test
data/processed/test/6345-64257-0001__5-251957-A-47__0db__noisy.wav,data/processed/test/6345-64257-0001__5-251957-A-47__0db__clean.wav,5-251957-A-47,stationary,0,test
data/processed/test/6345-93302-0014__5-197118-A-45__0db__noisy.wav,data/processed/test/6345-93302-0014__5-197118-A-45__0db__clean.wav,5-197118-A-45,stationary,0,test
